"","id","name","artist","duration_ms","explicit","popularity","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","genres","cluster"
"1539","0lbPLoj61m0e7jPMdGF5yK","2020","SUUNS",253253,"False",43,0.639,0.385,5,-10.068,1,0.0258,0.00082,0.364,0.112,0.109,109.984,4,"chamber psych,garage psych,nu gaze,quebec indie",7
"1540","5MoXlEgWQxFQNYAeFbo7Zk","Hide My Face","Acid Ghost",220252,"False",49,0.414,0.608,6,-7.228,1,0.054,0.113,0.048,0.655,0.144,78.841,4,"indie garage rock",7
"1541","1CxoHCwwmaXHimhV2cyTBx","Chateau","Angus & Julia Stone",273560,"False",0,0.657,0.589,5,-11.478,1,0.0381,0.656,0.851,0.108,0.589,129.994,4,"australian indie folk,indie folk,stomp and holler",13
"1542","5ihS6UUlyQAfmp48eSkxuQ","Landslide","Fleetwood Mac",199493,"False",77,0.414,0.161,7,-22.32,0,0.0318,0.883,0.000223,0.117,0.423,159.375,4,"album rock,classic rock,mellow gold,rock,soft rock,yacht rock",9
"1543","7Dm3dV3WPNdTgxoNY7YFnc","The Chain - 2004 Remaster","Fleetwood Mac",269813,"False",61,0.522,0.755,9,-6.95,1,0.0524,0.0517,6.63e-05,0.0781,0.637,151.796,4,"album rock,classic rock,mellow gold,rock,soft rock,yacht rock",12
"1544","0ofHAoxe9vBkTCp2UQIavz","Dreams - 2004 Remaster","Fleetwood Mac",257800,"False",85,0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,4,"album rock,classic rock,mellow gold,rock,soft rock,yacht rock",8
"1545","0oeXrzQoMEIRr3GkaLL9GG","Going to Hell","The Pretty Reckless",278788,"False",0,0.559,0.994,6,-2.148,1,0.128,7.46e-05,0.00265,0.375,0.268,115.016,4,"alternative metal,candy pop",4
"1546","7dbN20apiMuoEjGCG5LSRA","Nothing Left To Lose","The Pretty Reckless",251600,"False",42,0.427,0.913,0,-3.628,1,0.052,0.00386,0.000229,0.38,0.38,144.878,4,"alternative metal,candy pop",2
"1547","6yYBaiS52eKi2KsiypoIYj","Ave Que Emigra","Gaby Moreno",258839,"False",11,0.494,0.844,0,-6.127,1,0.032,0.573,0.0237,0.132,0.78,177.758,4,"guatemalan pop,latinx alternative,rock chapin",3
"1548","0qTzAQUZCtaRAXAOQw8fQJ","Quizás, Quizás, Quizás","Gaby Moreno",229067,"False",43,0.661,0.306,11,-9.707,1,0.0511,0.72,0.000358,0.137,0.387,98.72,4,"guatemalan pop,latinx alternative,rock chapin",14
"1549","3evQG68tmLSgMISXdfBiUU","All My Tears","Kin",234413,"False",0,0.42,0.785,11,-5.268,0,0.0383,0.000575,1.24e-06,0.0728,0.626,153.701,4,"",12
"1550","4arc0HmGZGsQ1WIE8smaMs","Irreversible","La Trampa",241372,"False",18,0.469,0.89,11,-5.007,0,0.0269,0.0363,0.0449,0.322,0.443,149.997,4,"rock uruguayo",2
"1551","37CBHPCzV1rizPrxRUyR72","No You Girls","Franz Ferdinand",220453,"False",48,0.679,0.909,2,-4.129,0,0.0297,0.00915,3.27e-05,0.139,0.899,104.781,4,"alternative rock,dance-punk,indie rock,modern rock,new rave,rock,scottish rock",10
"1552","6ooluO7DiEhI1zmK94nRCM","Take Me Out","Franz Ferdinand",237026,"False",64,0.278,0.676,9,-8.821,1,0.0371,0.000423,0.000899,0.136,0.494,104.545,4,"alternative rock,dance-punk,indie rock,modern rock,new rave,rock,scottish rock",4
"1553","5aagC9VbZrcwYUZDhgC8Ej","Rumble And Sway","Jamie N Commons",185533,"False",45,0.645,0.821,1,-4.912,1,0.248,0.106,5.38e-05,0.137,0.682,79.986,4,"modern alternative rock,modern blues rock",10
