"","id","genres","danceability","energy","speechiness","acousticness","instrumentalness","valence","tempo"
"1155","2cVJwPD5CaTx2kBZyomzGN","latin,latin alternative,latin pop,mexican pop,rock en espanol,veracruz indie",0.546,0.678,0.0819,0.474,0,0.825,0.298851560872176
"1156","0vI2xzp1e8rtMTJ1MEt0ts","latin,latin alternative,latin pop,mexican pop,rock en espanol,veracruz indie",0.817,0.638,0.0348,0.535,1.59e-06,0.829,0.262149309343171
"1157","5rSrGaSh81XKSRA6ytab6q","latin,latin alternative,latin pop,mexican pop,rock en espanol,veracruz indie",0.583,0.678,0.0375,0.21,0.000422,0.564,0.654218093125299
"1158","32DRpZgrvQZddDkKF2DoTr","latin,latin alternative,latin pop,mexican pop,rock en espanol,veracruz indie",0.643,0.388,0.041,0.0918,0.000135,0.717,0.722015222640307
"1159","7kjbiaQumIyKBVco5DyuGP","latin,latin alternative,latin pop,mexican pop,rock en espanol,veracruz indie",0.684,0.51,0.0282,0.298,0.00732,0.481,0.482111559156259
"1160","1GFRF45fP5pgKQgePWULBR","indie punk,modern power pop,orgcore,philly indie",0.462,0.284,0.0336,0.899,0.901,0.133,0.526437387392908
"1161","3U3J5v3rkx89WnFEQvAJD5","canadian contemporary r&b,canadian pop,dance pop,pop",0.6,0.139,0.0464,0.811,9.5e-06,0.256,0.764686416060989
"1162","1oke7Jkp9afNQzTUD5iHZZ","funk carioca,nova mpb,pop lgbtq+ brasileira,transpop",0.387,0.52,0.0594,0.76,3.62e-05,0.342,0.563360256897376
"1163","6MuBu77oRvjqViktfnwtBf","portuguese indie",0.397,0.642,0.0831,0.0362,0.608,0.573,0.818406893086078
"1164","05PxNZJfr9OTpCo2JjH0xe","eau claire indie,indie folk,wisconsin indie",0.524,0.0924,0.0328,0.924,0.728,0.155,0.389543933618502
"1165","7eEEgizmmwDNvdUI7yOiAF","eau claire indie,indie folk,wisconsin indie",0.447,0.466,0.0335,0.657,0.294,0.127,0.460828052801236
"1166","6MMojjMFcyv3btdSXFGeYc","eau claire indie,indie folk,wisconsin indie",0.496,0.352,0.0357,0.917,0.0374,0.102,0.574519849489515
"1167","4c9DFPegaRBEn4zgnFZIUa","dublin indie,irish rock",0.508,0.624,0.0323,0.334,0.0517,0.412,0.660989839316575
"1168","0llnS6UP75EPMd3eGZYXeZ","dublin indie,irish rock",0.661,0.608,0.0254,0.251,0,0.565,0.317144468004265
"1169","11h7LP0ekbxIhGfApLgkSQ","alternative dance,dance pop,dance-punk,electropop,new rave",0.548,0.506,0.0286,0.0675,0.0244,0.271,0.721334983882631
"1170","6VnJWCFixS5q9YxNQtzKH5","alternative dance,dance pop,dance-punk,electropop,new rave",0.666,0.712,0.132,0.00463,0.0035,0.721,0.746221917170207
"1171","2NLHOsJcGQK7MiE88QnmHZ","alternative dance,dance pop,dance-punk,electropop,new rave",0.803,0.824,0.0359,0.265,0.00202,0.753,0.433434654181323
"1172","37QOvoAg1EC0PgWnfMrRmi","alternative dance,dance pop,dance-punk,electropop,new rave",0.852,0.927,0.0581,0.0109,0.00268,0.887,0.37831080170121
"1173","1i1OuCNhNf7JwrlWlFZFu1","alternative dance,dance pop,dance-punk,electropop,new rave",0.755,0.901,0.0893,0.0451,0.0373,0.959,0.605357339837478
"1174","6lMPQ6y52HaXkFwRSF9Kwc","alternative dance,dance pop,dance-punk,electropop,new rave",0.787,0.899,0.034,0.104,0.00181,0.48,0.482589564769761
"1175","1tSBaIPzsboL8KI8rR7t2T","dutch metal,gothic metal,gothic symphonic metal,opera metal,power metal,symphonic metal",0.461,0.94,0.0901,0.000353,3.82e-05,0.221,0.497542560884433
"1176","1dLYYYFULyGYFYwApXagaH","dutch metal,gothic metal,gothic symphonic metal,opera metal,power metal,symphonic metal",0.439,0.92,0.0993,0.00413,0.0181,0.132,0.476283567637794
"1177","0rZNPa1ARZAuzEBmyRQA75","dutch metal,gothic metal,gothic symphonic metal,opera metal,power metal,symphonic metal",0.419,0.925,0.0942,0.0429,3.24e-05,0.486,0.697048621750481
"1178","0yZLLQi9Pz1UvEZHtc41dV","dutch metal,gothic metal,gothic symphonic metal,opera metal,power metal,symphonic metal",0.301,0.584,0.0393,0.582,0,0.241,0.161345279388153
"1179","1ZZehakDnNtn4N4i7snFrl","dutch metal,gothic metal,gothic symphonic metal,opera metal,power metal,symphonic metal",0.381,0.931,0.0917,0.00588,0.00117,0.375,0.682383654659329
"1180","5QdnmiFFMiOyMzm6VD52pS","dutch metal,gothic metal,gothic symphonic metal,opera metal,power metal,symphonic metal",0.463,0.936,0.068,0.0214,0.000271,0.323,0.246558972410496
"1181","1FQrt2w5fzu9y0lusteTGo","dutch metal,gothic metal,gothic symphonic metal,opera metal,power metal,symphonic metal",0.425,0.241,0.0283,0.668,3.11e-06,0.171,0.550778904018924
"1182","39HJenb4VBtsCYXL4ssWD9","dutch metal,gothic metal,gothic symphonic metal,opera metal,power metal,symphonic metal",0.446,0.907,0.049,0.00101,0.0391,0.239,0.267866991873905
"1183","1NKPjgznBtln6EVDX906CL","dutch metal,gothic metal,gothic symphonic metal,opera metal,power metal,symphonic metal",0.407,0.956,0.0833,0.0013,0.000474,0.268,0.64865361752197
"1184","4jM9CHNXzTUu9Yqs9VTXkg","dutch metal,gothic metal,gothic symphonic metal,opera metal,power metal,symphonic metal",0.383,0.946,0.0598,3.39e-05,0.00363,0.509,0.789052445795389
"1185","2BshrSa2C0muKQ7pDVys7F","dutch metal,gothic metal,gothic symphonic metal,opera metal,power metal,symphonic metal",0.498,0.869,0.0369,0.039,0.000202,0.472,0.267946659476155
"1186","5TbTav1XIDESHNU2F2jrg2","dutch metal,gothic metal,gothic symphonic metal,opera metal,power metal,symphonic metal",0.51,0.887,0.0799,0.0194,0,0.255,0.537866624177279
"1187","1wtIIAA91MNuq9jZeUD8zP","dutch metal,gothic metal,gothic symphonic metal,opera metal,power metal,symphonic metal",0.446,0.902,0.0474,0.00681,0.000317,0.278,0.819889936143353
"1188","27LyQFdQbui4TnRs05cZ8C","indie pop,indie rock,indietronica,modern rock,seattle indie",0.641,0.808,0.0512,0.0487,0.191,0.172,0.788831827819927
"1189","53hXLQsByJC4B3UCNcmh0E","indie pop,indie rock,indietronica,modern rock,seattle indie",0.588,0.569,0.0326,0.0302,0.0639,0.143,0.666315312113153
"1190","09aDV0TC2RfWFU5IwZfIdG","alternative rock,modern power pop,modern rock,permanent wave,pop rock,rock",0.695,0.873,0.0392,0.00163,0.000198,0.799,0.390738947652257
"1191","520Bi0jqR3KCuK131O4GCl","alternative rock,modern power pop,modern rock,permanent wave,pop rock,rock",0.466,0.78,0.0304,0.0331,0.000276,0.399,0.29150375663386
"1192","3Pnhzf3Knhdsavx0VM2ZmG","alternative rock,modern power pop,modern rock,permanent wave,pop rock,rock",0.654,0.81,0.0288,0.00719,0.00251,0.661,0.418941278848864
"1193","3XZ24XeIOnHNhLidnDaQsk","electropop,indie electropop,modern alternative pop,ontario indie",0.636,0.514,0.0391,0.796,0.00235,0.233,0.611228229295616
"1194","6bJL4yIWjL0z7fq8qp0T5A","indie rock italiano,italian indie pop",0.669,0.693,0.0314,0.00135,0.000625,0.322,0.45192366618049
"1195","3PCcGojGjLWcGVEYuCLe0L","english indie rock,europop",0.37,0.346,0.0281,0.381,1.47e-06,0.102,0.618324774172989
"1196","2chAkDXgE1dNPp2Xvt0DbJ","japanese dance pop,japanese electropop",0.761,0.782,0.0321,0.0961,0.0442,0.646,0.470461704396426
"1197","5xU5Ji9LPp4uGBaLS5MGes","japanese dance pop,japanese electropop",0.82,0.818,0.0607,0.115,0,0.731,0.433397884518746
"1198","7LwTTF3t3tfWG1KfAiS7cw","japanese dance pop,japanese electropop",0.689,0.883,0.0679,0.489,0.00191,0.695,0.696374511269902
"1199","20c0ddoDmkoYwglFFKDJgh","bubblegrunge,indie punk,ok indie,okc indie,riot grrrl",0.418,0.941,0.104,0.0947,0.369,0.526,0.485255365306598
"1200","1v6EmdA4JZk3uOsd3iWX6n","bubblegrunge,indie punk,ok indie,okc indie,riot grrrl",0.51,0.499,0.0315,0.194,0.00197,0.204,0.609861623503168
"1201","39Nzp8Z0hnvyOrK4z8ldpX","dutch death metal,dutch metal,gothic metal,gothic symphonic metal,symphonic death metal,symphonic metal",0.441,0.231,0.0296,0.684,6.13e-05,0.0822,0.415135618772138
"1202","2Iq6HhIquO7JKr0KfTNLzU","indie pop,indie poptimism,indie rock,la indie,modern alternative rock,modern rock,rock",0.595,0.896,0.047,0.0641,5.82e-05,0.567,0.439642598879751
"1203","6RKGBcDtgzXx21zUjpeu6F","indie pop,indie poptimism,indie rock,la indie,modern alternative rock,modern rock,rock",0.613,0.661,0.0263,0.00652,0,0.509,0.396603708833299
"1204","43bgVhvxYdOAweUN6EIw7L","uk alternative pop",0.527,0.648,0.0318,0.056,2.58e-06,0.179,0.513371900623859
"1205","0YZ2AgGKZELKNp6wh7lf2K","norwegian indie",0.591,0.556,0.0431,0.632,0.000394,0.237,0.511337312627928
"1206","57C4q4KxynIyibKCTbIHFl","swedish indie pop",0.46,0.584,0.0414,0.00599,0.000545,0.141,0.574385027393399
"1207","7h8FCAzj4pGdsuxaSxa2ia","edm,electronic trap,future bass,indie soul,vapor soul,vapor twitch",0.541,0.438,0.0905,0.869,0.000119,0.134,0.229436566203777
"1208","0l6weuVWxwSUjDL8vK0VS0","australian reggae fusion,australian ska,ska jazz",0.524,0.507,0.0418,0.616,5.85e-05,0.431,0.697042493473385
"1209","5RqJrJRVZ0wdiI4yFuv3u6","shimmer pop",0.371,0.869,0.071,0.00997,0,0.472,0.455858020076236
"1210","30tFvoSqfFQey4GIy03vXP","shimmer pop",0.577,0.805,0.0747,0.416,0.000154,0.0997,0.482277022637856
"1211","1aJrVsHwcQMZ8TZ6mlvT5J","",0.719,0.431,0.0357,0.834,0.739,0.378,0.402891321133976
"1212","5KOMmEpFZmon7Mnpkan3RZ","modern power pop",0.507,0.9,0.036,0.29,0.374,0.663,0.666823959112135
"1213","5yiaC39ppSgOHdWssWHDN5","slayer",0.54,0.868,0.0369,0.000465,0.000559,0.618,0.546452340389023
"1214","7A9pnb6sAaiQ17kjAHglrW","slayer",0.58,0.733,0.0426,0.00128,4.25e-05,0.688,0.304795989655468
"1215","5x8Ny9byzqzaT5aVpFpnt7","slayer",0.586,0.602,0.0358,0.0026,1.16e-06,0.539,0.331392712252877
"1216","40JlHxszh6ypJWagIwGEtn","slayer",0.564,0.899,0.0616,0.0351,0.000128,0.254,0.353981541629386
"1217","2iBsEbcqNfuwIS2rgCMtE6","slayer",0.336,0.728,0.0365,0.00454,8.12e-05,0.304,0.345352927477969
"1218","5yJWgybxw9o6TIhD4IR0oJ","slayer",0.428,0.91,0.0666,0.000504,1.23e-06,0.46,0.274822586378066
"1219","06re5XslQ5PFkM3b0Yq4AC","slayer",0.381,0.918,0.0849,0.00587,0.000103,0.344,0.236189927563765
"1220","3NCdwAfV91l7j5kqyZf63Z","slayer",0.453,0.893,0.0883,0.00278,0,0.345,0.673289291448602
"1221","5vAcqv44Qd28FhUYGYMdDJ","small room",0.288,0.279,0.0333,0.878,0.873,0.158,0.647556655921754
"1222","6rYaaQhrnlkMD58HM1AZyW","gothic symphonic metal,power metal",0.555,0.968,0.172,0.000472,0,0.251,0.298790278101215
"1223","6O8AoCMEvKpHEwhG8lZual","gothic symphonic metal,power metal",0.349,0.755,0.0677,0.00414,1.04e-06,0.198,0.807431148806824
"1224","5NtczE0gSOCdL3WYl5e3VB","gothic symphonic metal,power metal",0.516,0.949,0.213,0.000116,0,0.467,0.562563580874873
"1225","5VVqc1WTIdPtT7NDgXclD7","gothic symphonic metal,power metal",0.562,0.977,0.134,0.000158,0,0.6,0.574182794249225
"1226","2JPYNZOWzjiuaEek4AjJNu","gothic symphonic metal,power metal",0.351,0.751,0.0642,0.00413,0,0.208,0.807676279890672
"1227","1uZy8GpfsZJmuZ6Tbjj9qT","canadian indie,indie pop,indie poptimism,lilith,metropopolis,permanent wave,pop rock",0.321,0.507,0.0344,0.408,0.541,0.0392,0.268344997487406
"1228","1rTMTobUIpsgQdpTFFgLok","canadian indie,indie pop,indie poptimism,lilith,metropopolis,permanent wave,pop rock",0.556,0.793,0.0419,0.00129,0.000151,0.677,0.690736496341419
"1229","4Pj5nvdDibE3sgflD87J2i","emo rap,sacramento hip hop,social media pop",0.583,0.408,0.564,0.65,0,0.612,0.174514946867838
"1230","6NbLlTH71bOgfTtFVY9HRm","indie pop,indie poptimism,indie rock,minneapolis indie,modern alternative rock,modern rock",0.253,0.845,0.0659,0.00826,4.99e-05,0.442,0.742079201853191
"1231","2rXcLC10mje0oGD0VdIIg0","ambient folk,british singer-songwriter,chamber pop,indie folk",0.137,0.0751,0.044,0.685,0.427,0.0395,0.163116351468948
"1232","6uZINLkgO0zSGi6iSPZEZN","ambient folk,british singer-songwriter,chamber pop,indie folk",0.258,0.305,0.0364,0.816,0.769,0.0712,0.317352829425535
"1233","5ydb0ngKg248ofPWXSFjpG","australian reggae fusion",0.673,0.55,0.0631,0.0324,0.00319,0.54,0.51306548676905
"1234","2M6hxptv4hht21Wc0yTpNA","australian reggae fusion",0.365,0.651,0.0464,0.729,0.542,0.207,0.583356825062202
"1235","0NnVzBW6TJLaEzcyXjqRDH","australian reggae fusion",0.548,0.699,0.0517,0.0223,0.000392,0.308,0.530322715071885
"1236","6NosuXu0gXczpqyYiYzfFd","australian reggae fusion",0.238,0.415,0.031,0.399,0.00974,0.0739,0.835921509026952
"1237","7ol59kVwq3DQyyjKZ2DRzy","australian reggae fusion",0.592,0.697,0.0291,0.27,9.08e-05,0.499,0.611240485849808
"1238","6KM4tiEjwkzDNMHyDQcuO1","guadalajara indie,latin alternative,latin rock,mexican indie",0.676,0.459,0.202,0.773,3.13e-05,0.491,0.672700976847369
"1239","22LGgFochmXJw5vVr5knDl","guadalajara indie,latin alternative,latin rock,mexican indie",0.639,0.472,0.153,0.0385,0.012,0.827,0.470449447842234
"1240","3mgXe7HsIINJ4g2tfRNMeV","guadalajara indie,latin alternative,latin rock,mexican indie",0.768,0.293,0.0349,0.921,0.568,0.601,0.360060792508794
"1241","0oEweHsuQagFuqXct9UvBm","alternative dance,indie rock,indietronica,irish rock,modern alternative rock,modern rock,northern irish indie,rock",0.549,0.755,0.0403,0.000741,6.06e-06,0.818,0.568538651043646
"1242","0tQmp2AjidZ1Fqr1orscTe","alternative dance,indie rock,indietronica,irish rock,modern alternative rock,modern rock,northern irish indie,rock",0.555,0.716,0.0474,0.00164,0.0348,0.235,0.525340425792693
"1243","21j1PsCiTaO8ZW88UZrh3A","album rock,art rock,classic rock,progressive rock,psychedelic rock,rock,symphonic rock",0.287,0.485,0.0498,0.577,0.898,0.127,0.549087499540379
"1244","6pnwfWyaWjQiHCKTiZLItr","album rock,art rock,classic rock,progressive rock,psychedelic rock,rock,symphonic rock",0.266,0.294,0.0291,0.771,0.697,0.0397,0.561840444177524
"1245","6mFkJmJqdDVQ1REhVfGgd1","album rock,art rock,classic rock,progressive rock,psychedelic rock,rock,symphonic rock",0.481,0.262,0.0414,0.735,0.0114,0.375,0.469560847663288
"1246","3CmHvyZQQAGkKkTjTBFWN6","album rock,art rock,classic rock,progressive rock,psychedelic rock,rock,symphonic rock",0.454,0.65,0.0437,0.407,0.0498,0.72,0.45283677946782
"1247","082cLCIXNPg2ruTrENz4Vt","album rock,art rock,classic rock,progressive rock,psychedelic rock,rock,symphonic rock",0.472,0.366,0.0286,0.15,0.308,0.171,0.495814386743311
"1248","5MqPDDzP4fOjnHpVsBqcTh","album rock,art rock,classic rock,progressive rock,psychedelic rock,rock,symphonic rock",0.295,0.362,0.0528,0.447,0.363,0.16,0.530806848962483
"1249","3fuXKiEzDCs1IBnLHQ5CL0","album rock,art rock,classic rock,progressive rock,psychedelic rock,rock,symphonic rock",0.694,0.394,0.0428,0.0781,0.000677,0.719,0.354612754170293
"1250","1SwE3FURO4wYshsLRggtfv","album rock,art rock,classic rock,progressive rock,psychedelic rock,rock,symphonic rock",0.469,0.537,0.152,0.0241,0.00201,0.783,0.47758889065928
"1251","5i30AVO1rGmrTEqW3wKUy0","album rock,art rock,classic rock,progressive rock,psychedelic rock,rock,symphonic rock",0.356,0.302,0.0346,0.863,0.546,0.126,0.161553640809423
"1252","3hxoYmSHzIBwSS2bPTOfbg","bergen indie,melancholia,norwegian indie",0.637,0.625,0.0382,0.734,0.514,0.896,0.701608059910037
"1253","5Suw7qIGbJrU15ndnpLUep","alternative dance,chillwave,indie pop,indie rock,indietronica,modern rock",0.726,0.684,0.0375,0.000328,0.000764,0.72,0.451776587530182
"1254","3YnmnMAHNTsOyDvkPbMBvk","english indie rock,modern alternative rock,modern rock",0.461,0.914,0.0789,0.0148,0.000363,0.446,0.72205812057998
"1255","3bGidOZsEEuLHC9noPK3AW","brighton indie,modern rock,rock",0.733,0.886,0.0396,0.0536,1.76e-05,0.858,0.470694578926081
"1256","2jZgzSxNSg1hTCq0ewWHGJ","brighton indie,modern rock,rock",0.604,0.894,0.037,0.0212,0,0.901,0.605204132910074
"1257","2xxMXbsjhqPzTYAclUOQlI","brighton indie,modern rock,rock",0.682,0.913,0.137,0.098,3.02e-06,0.693,0.396395347412029
"1258","2vqPxSdN95l0BtQxHV1LQm","downtempo,electronica,microhouse",0.548,0.532,0.0638,0.0316,0.904,0.244,0.451978820674356
"1259","5FYRDy9dLVi2uTa8httrVk","alternative rock,britpop,garage rock,indie rock,leicester indie,modern rock,rock",0.486,0.926,0.0932,0.00301,0,0.551,0.57436664256211
"1260","6961PAwDPawlqOfVyubIus","",0.338,0.689,0.0742,0.218,0.00363,0.289,0.199536702251529
"1261","3dzqCUpwCf1ouY1uIwMT6C","australian indie",0.493,0.891,0.0775,0.00133,0.401,0.151,0.63467501746559
"1262","0oG7m04aCJ5EbdH3Ck9e1F","american primitive,drone folk,fourth world,freak folk,garage psych,indie folk,neo-psychedelic",0.444,0.139,0.0416,0.873,0.893,0.0865,0.52186569267916
"1263","0VhDlpezWuAgOnfOCx2fRv","canadian indie,folk-pop,pop rock,stomp and holler",0.552,0.724,0.0271,0.169,0,0.774,0.209924131929549
"1264","1ahzHj4rfljE8w4ZwpEjOM","bedroom pop",0.577,0.604,0.0332,0.182,0.00211,0.351,0.329309098040177
"1265","2cbic3TiUENlJX91y67ARR","eau claire indie,indie folk,melancholia",0.593,0.263,0.0567,0.844,5.36e-06,0.109,0.184571449582664
"1266","2vQQfWTanvD99OeHLAoyhW","garage rock,modern rock,permanent wave,rock,sheffield indie",0.216,0.882,0.0439,0.00147,0,0.656,0.876496831680741
"1267","3gYr4NDoTEOUsHzxfttYPK","garage rock,modern rock,permanent wave,rock,sheffield indie",0.371,0.914,0.081,0.000293,8.75e-05,0.394,0.543706872249936
"1268","37AyXivrY5G4v2QJFQlWn6","garage rock,modern rock,permanent wave,rock,sheffield indie",0.455,0.881,0.0401,0.000566,6.06e-05,0.201,0.561889470394293
"1269","7iqTu4OPL3KYs4FMdtLZsy","garage rock,modern rock,permanent wave,rock,sheffield indie",0.634,0.599,0.0365,0.0288,0,0.312,0.40418438760127
"1270","3YiUcL1SQzCweJj8XfxOur","garage rock,modern rock,permanent wave,rock,sheffield indie",0.599,0.946,0.0378,0.000669,0,0.653,0.384077510448712
"1271","3pBnRFCyLUm3ErAfZMagQi","garage rock,modern rock,permanent wave,rock,sheffield indie",0.58,0.972,0.0589,0.00384,0,0.926,0.362983980683671
"1272","6Iz0GanKO6r5JSL7FX7ChL","garage rock,modern rock,permanent wave,rock,sheffield indie",0.522,0.889,0.0461,0.00328,0,0.852,0.602029685374254
"1273","5vefQfYc9Oxn8VHfgUCi1q","garage rock,modern rock,permanent wave,rock,sheffield indie",0.454,0.778,0.0449,0.00998,0,0.704,0.495759232249445
"1274","0S7zL7ae0KpOSPKeFQpHo8","garage rock,modern rock,permanent wave,rock,sheffield indie",0.535,0.948,0.0356,0.00225,0,0.778,0.348833788868598
"1275","5ZeZ6rdBnbrfmvPgNN42wv","garage rock,modern rock,permanent wave,rock,sheffield indie",0.387,0.922,0.0674,0.00487,0,0.417,0.614157545747589
"1276","6XhK6dMUBUHplp3n8WvgVf","garage rock,modern rock,permanent wave,rock,sheffield indie",0.365,0.887,0.0417,0.00272,2.18e-05,0.916,0.64014144063538
"1277","3ViMAvyCcmbRauKuoP2GJm","garage rock,modern rock,permanent wave,rock,sheffield indie",0.66,0.837,0.0682,0.000147,6.62e-06,0.757,0.544785449018863
"1278","3B6pI1ArZEQiHyE0swCA8E","garage rock,modern rock,permanent wave,rock,sheffield indie",0.328,0.805,0.0383,0.000938,0.048,0.264,0.54716322053218
"1279","2bZ7OXzULD6d6qr137kR83","garage rock,modern rock,permanent wave,rock,sheffield indie",0.469,0.738,0.0619,0.00013,0.0577,0.624,0.820508892130067
"1280","1wZkiMuNfMzdbtid5RGpX0","garage rock,modern rock,permanent wave,rock,sheffield indie",0.29,0.399,0.0338,0.902,0.0019,0.0965,0.503186704090012
"1281","4fCpHhES8IExESfkZmRQQ3","garage rock,modern rock,permanent wave,rock,sheffield indie",0.375,0.94,0.0694,0.00529,0,0.387,0.614126904362108
"1282","5npqVYHjQeHFTE9iZBio6Q","garage rock,modern rock,permanent wave,rock,sheffield indie",0.35,0.874,0.186,0.0363,0,0.416,0.755316280380934
"1283","6PGIc2lXvDkRxuJnv3Mzi1","garage rock,modern rock,permanent wave,rock,sheffield indie",0.414,0.811,0.0919,0.00133,0.000129,0.762,0.559854882398362
"1284","2HYaqJitHc9qiG68vc0JIm","garage rock,modern rock,permanent wave,rock,sheffield indie",0.651,0.823,0.0282,0.00193,5.77e-05,0.817,0.403773793035826
"1285","7jM1MQD1KTuqiSOknT1p0O","garage rock,modern rock,permanent wave,rock,sheffield indie",0.632,0.979,0.0965,0.00036,0.000151,0.814,0.637150841412445
"1286","0o3v9K11uvV9YQHfiuerB6","garage rock,modern rock,permanent wave,rock,sheffield indie",0.428,0.982,0.223,8.22e-05,0.00191,0.478,0.728266065278408
"1287","2r9kwEkFRkLIVA9qw6RmMJ","ambient folk,indie folk",0.475,0.239,0.0278,0.928,0.000483,0.217,0.24613612129086
"1288","5jFMzYXf0IIApEJBCAoaaL","alternative dance,alternative rock,dance-punk,indie rock,modern rock,new rave,rock",0.45,0.941,0.0367,0.00221,0.00804,0.243,0.696944441039846
"1289","172u95XX2JxIfBZi1v0vKN","alternative dance,alternative rock,dance-punk,indie rock,modern rock,new rave,rock",0.576,0.935,0.051,0.00013,0.017,0.875,0.637132456581157
"1290","3M2LLIKDLRpLRUwgFZnGLg","alternative dance,alternative rock,dance-punk,indie rock,modern rock,new rave,rock",0.398,0.981,0.165,0.000409,0.000281,0.226,0.698402970988736
"1291","22AHJvVaodJrwkJFpMITU6","alternative dance,alternative rock,dance-punk,indie rock,modern rock,new rave,rock",0.279,0.832,0.0476,0.00394,0.83,0.151,0.669085293360625
"1292","4lGXtbkMmSk5CyF7AozLMA","alternative dance,alternative rock,dance-punk,indie rock,modern rock,new rave,rock",0.461,0.907,0.0327,0.000135,0.254,0.688,0.623711529740529
"1293","6W2pKczERVXUa2v8oGlDTG","alternative dance,alternative rock,dance-punk,indie rock,modern rock,new rave,rock",0.651,0.464,0.0318,0.00318,0.00921,0.204,0.513212565419358
"1294","4urLu52aJVoztkEJH0hSKw","alternative dance,alternative rock,dance-punk,indie rock,modern rock,new rave,rock",0.591,0.899,0.0478,0.000262,0.00695,0.809,0.666646239076346
"1295","12NjSwoyYGPDYSSCMK4qbs","brighton indie,garage rock,modern alternative rock,modern blues rock,modern hard rock,modern rock,rock",0.52,0.981,0.0906,0.000867,0.00177,0.633,0.69050975008886
"1296","3POXIMCDI6jeBWk0qa2KKf","irish indie rock",0.53,0.776,0.0317,0.000426,0.777,0.767,0.371906752135705
"1297","4hT9DddmvoSUo5RCYdYCsJ","irish indie rock",0.569,0.873,0.0627,0.0113,0.0785,0.718,0.653642035078258
"1298","1k8D4tMNIiIFcQrb4bdsHF","folk metal,hurdy-gurdy,pirate",0.363,0.835,0.065,0.0151,1.65e-05,0.22,0.630752920124036
"1299","3xCsHloPBl211Yi4UEUUcm","candy pop,emo,pixie,pop emo,pop punk",0.589,0.777,0.0369,0.00629,0.0165,0.572,0.420436578460332
"1300","6t44iU80A0h8WQ7vc4OoRj","candy pop,emo,pixie,pop emo,pop punk",0.734,0.626,0.0458,0.076,6.54e-06,0.44,0.320496635575874
"1301","7BpYWzZwrsljT1eIjb0TqR","candy pop,emo,pixie,pop emo,pop punk",0.639,0.814,0.0385,0.0029,2.98e-05,0.904,0.475928127566216
"1302","0w5Bdu51Ka25Pf3hojsKHh","candy pop,emo,pixie,pop emo,pop punk",0.695,0.818,0.0334,0.00647,4.87e-06,0.916,0.451678535096643
"1303","4m9NfjevXsDVaLtM1kj0Sx","candy pop,emo,pixie,pop emo,pop punk",0.631,0.793,0.0468,0.000218,5.65e-05,0.648,0.555828604346174
"1304","3l9CW99AHtExIRV4hW2N5m","candy pop,emo,pixie,pop emo,pop punk",0.517,0.906,0.0735,0.00272,9.26e-06,0.731,0.776550760519188
"1305","0UY4FvG4f9JI6kBR1BlWrZ","candy pop,emo,pixie,pop emo,pop punk",0.528,0.831,0.0429,9.43e-05,0,0.632,0.519880130899999
"1306","47No93LxERvV6MtOAmQzHS","candy pop,emo,pixie,pop emo,pop punk",0.522,0.964,0.095,0.00109,0.000389,0.51,0.764091973182659
"1307","1a9YW7fATU351ok4zWjU7a","candy pop,emo,pixie,pop emo,pop punk",0.436,0.942,0.0496,9.56e-05,0.000438,0.5,0.727512287195578
"1308","0ui3Yx7eLn1OslV5M4MldU","candy pop,emo,pixie,pop emo,pop punk",0.465,0.711,0.0265,0.00411,0.000548,0.255,0.338274767431884
"1309","3yrvQHw6pQemsrCQEpMnKv","candy pop,emo,pixie,pop emo,pop punk",0.61,0.893,0.0921,0.154,4.41e-05,0.673,0.354030567846156
"1310","1j8z4TTjJ1YOdoFEDwJTQa","candy pop,emo,pixie,pop emo,pop punk",0.61,0.893,0.0921,0.154,4.41e-05,0.673,0.354030567846156
"1311","5jLBYkQlJcm6Dx8bAjsQnk","brazilian emo,brazilian lo-fi rock,brazilian post-rock,brazilian rock",0.27,0.714,0.0418,0.00177,0.921,0.07,0.556551741043523
"1312","7nXSOQW63Xul455PSCjx0p","escape room,hyperpop,indie poptimism",0.825,0.376,0.0536,0.584,0,0.79,0.330081260954295
"1313","1GRAczZntfg5FwqLa9VCLx","",0.303,0.697,0.059,0.46,0.0757,0.226,0.495085121768866
"1314","7qL6WYHu1148Y58bhgFZC2","",0.58,0.494,0.0687,0.0773,1.57e-05,0.57,0.639620537082205
"1315","1QJnDJuYOGj05iSc4eWGr5","british singer-songwriter,cambridgeshire indie,indie folk,indie soul",0.358,0.546,0.0296,0.795,0.0586,0.264,0.369093872948559
"1316","3G3PP7pAkAaZ6QzM0duBry","british singer-songwriter,cambridgeshire indie,indie folk,indie soul",0.559,0.611,0.0538,0.173,4.38e-05,0.481,0.310979421245511
"1317","5Dqovi7RKxIcwgfi73C5AK","british singer-songwriter,cambridgeshire indie,indie folk,indie soul",0.667,0.944,0.0512,0.471,0.0072,0.28,0.390696049712584
"1318","7h9Bx7Y0NuP71mMI4FLqlA","art pop,baltimore indie,bubblegrunge,indie pop,indie rock",0.453,0.848,0.0362,0.358,0.774,0.793,0.526658005368371
"1319","3twm1m2HtONUDBkUE4iPju","art pop,baltimore indie,bubblegrunge,indie pop,indie rock",0.504,0.682,0.0332,2e-04,0.00205,0.207,0.475474635061099
"1320","7bxqlccZSErX7VfoZXi4yd","chinese indie,chinese post-rock,midwest emo,wuhan indie",0.636,0.667,0.0294,0.00842,0.00413,0.0888,0.501225655419236
