"","id","genres","danceability","energy","speechiness","acousticness","instrumentalness","valence","tempo"
"520","1yycinn2WICj4UKGQ9xPjD","art pop,j-acoustic",0.44,0.0353,0.0522,0.99,0.00312,0.362,0.83177266543284
"521","4zRiMMsvPOMl1Wajzp9h6u","art pop,j-acoustic",0.335,0.146,0.0382,0.988,0.107,0.0845,0.235662895733493
"522","6ad7bQ48TlqAgebCExUJVe","art pop,j-acoustic",0.592,0.0833,0.0835,0.946,0.0791,0.205,0.594332569341455
"523","1Jy5VSr1IlVjOOJJT2gPOv","art pop,dance pop,indie pop,metropopolis,pop dance,pop rock,rock",0.717,0.707,0.0628,0.384,0.000117,0.206,0.360054664231698
"524","5Q5o0jX8RwrHRdLYQkg6BA","australian indie,australian pop,modern rock",0.355,0.812,0.0767,0.0565,0.00972,0.139,0.646882545441175
"525","5f37ixzmpPfGTFytUM66dx","australian indie,australian pop,modern rock",0.429,0.665,0.0327,0.618,0.0135,0.321,0.282323597543786
"526","0dgXDPDvQNPKUYNR3KZeHS","australian indie,australian pop,modern rock",0.396,0.992,0.159,0.000317,0.148,0.0975,0.328745296547329
"527","22TntnVO3lQNDR5nsvxGRs","australian indie,australian pop,modern rock",0.223,0.523,0.0466,0.435,0.283,0.15,0.81854784345929
"528","3nOXPCnRX87iLuIpU82Um1","australian indie,australian pop,modern rock",0.501,0.918,0.0949,0.0173,0,0.306,0.368750689431173
"529","2jtoc6Pwym5dWlbaGx8fzR","australian indie,australian pop,modern rock",0.501,0.865,0.0492,0.00587,0.00536,0.395,0.369424799911753
"530","7EqLBDehJoqvcApzrH6P57","australian indie,australian pop,modern rock",0.338,0.834,0.0645,0.00234,0.00499,0.144,0.493448871784187
"531","6RE0waxUF2FpqFmcUlJI1O","alternative dance,british indie rock,indie pop,indie rock,modern alternative rock,modern rock,new rave,rock",0.427,0.426,0.0327,0.311,0.000167,0.172,0.317597960509382
"532","1bKQdPJ9lid6Yg26HAx8Tf","alternative dance,british indie rock,indie pop,indie rock,modern alternative rock,modern rock,new rave,rock",0.649,0.76,0.0298,0.577,0.332,0.654,0.366109402002721
"533","5NtoPBmhY7WGdpsHmpy9Xh","alternative dance,british indie rock,indie pop,indie rock,modern alternative rock,modern rock,new rave,rock",0.659,0.591,0.0313,0.441,0.000861,0.707,0.458879260684651
"534","3B6mCjnpTthmtFPuTAH0Kz","alternative dance,british indie rock,indie pop,indie rock,modern alternative rock,modern rock,new rave,rock",0.582,0.916,0.0478,0.0275,0.000331,0.386,0.464076039662209
"535","31Lo7KUgIs5k3ivISB4ECJ","alternative dance,british indie rock,indie pop,indie rock,modern alternative rock,modern rock,new rave,rock",0.641,0.928,0.0374,0.015,0.0661,0.789,0.390677664881295
"536","4yYvWFUWMaKMXtoJKJnmZk","alternative dance,british indie rock,indie pop,indie rock,modern alternative rock,modern rock,new rave,rock",0.627,0.959,0.0298,0.316,0.00576,0.397,0.39049381656841
"537","0bxcUgWlOURkU6lZt4zog0","indie garage rock,neo-psychedelic",0.393,0.481,0.0273,0.758,0.73,0.0763,0.319902192697545
"538","5h05V8HzaUBIEVlEnrzKDo","indie garage rock,neo-psychedelic",0.265,0.6,0.0341,0.259,0.739,0.0555,0.291307651766782
"539","7zWQ9qz0vAK75QBTGLZ0Wb","indie garage rock,indie pop,indie surf",0.54,0.574,0.0232,0.0122,0.000658,0.225,0.298532890463175
"540","6lbLn5iL2NBJnbib7bTXMn","indie garage rock,indie pop,indie surf",0.192,0.952,0.258,0.00164,0.716,0.262,0.775171898172548
"541","3tXyrqpZy1pDey8Fy0xpqx","japanese girl punk",0.608,0.909,0.0484,0.191,0.0889,0.778,0.366213582713356
"542","1GhtgRyXuAUdJkVLvrunx4","",0.671,0.702,0.0282,0.475,0.000583,0.735,0.31704028729363
"543","5kTfGxslMBLVeapaoeb0ZW","art pop,indie pop,indie rock,indie surf,vermont indie",0.453,0.803,0.0445,4.66e-05,0.0655,0.385,0.694395077767836
"544","0VjIjW4GlUZAMYd2vXMi3b","canadian contemporary r&b,canadian pop,pop",0.514,0.73,0.0598,0.00146,9.54e-05,0.334,0.764465798085526
"545","4RepvCWqsP6zBuzvwYibAS","canadian contemporary r&b,canadian pop,pop",0.769,0.813,0.143,0.429,0,0.567,0.286337619041783
"546","1qtiESAzfGMw3YqJvI97ki","aussietronica,indie soul",0.857,0.658,0.0388,0.015,0.266,0.703,0.470087879493559
"547","7uu7UnlZhQlPhGf0SAYBLV","electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",0.684,0.696,0.0428,0.0498,1.17e-06,0.849,0.635330743114881
"548","1KOGBw8kuawbxJWqcHypy0","electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",0.495,0.703,0.0506,0.00126,0.0652,0.0546,0.463910576180613
"549","4VN8x7hlpE0cuRQwgvenmV","electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",0.607,0.843,0.0413,0.0116,0,0.452,0.606772971846695
"550","6k7vkIuoR9QDoIGsomn3m2","electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",0.488,0.682,0.0435,0.00158,0.000965,0.144,0.672412947823849
"551","5kVI980jBUDedKZvdz2ygw","electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",0.451,0.582,0.029,0.487,3.99e-06,0.669,0.696778977558249
"552","7fLuehq23V4sKBDZmYgNDL","electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",0.566,0.781,0.0281,0.00117,0.00165,0.209,0.365894912304355
"553","6e5vgmVzMtGrHZZCPfcbrK","electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",0.606,0.736,0.0327,0.000436,0.00279,0.188,0.470179803650002
"554","4j1CYpZbbN26VKTby9nnet","electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",0.547,0.868,0.059,0.00391,0,0.326,0.587211511355697
"555","2czyivBXRydmoS98HSfoOb","electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",0.575,0.796,0.0322,0.0141,0,0.417,0.47646741595068
"556","3jl1I9gvCXo5V9hu4hYGLY","electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",0.434,0.768,0.0364,0.000631,0,0.305,0.647954993933006
"557","2zpdPPsPJYGQ9VYRVJXfv9","electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",0.472,0.828,0.0353,0.0102,0.00299,0.388,0.249512801970854
"558","46C9o6B27XyZIzzPnzki3V","electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",0.54,0.693,0.0332,0.00333,1.32e-05,0.104,0.298459351138021
"559","46qwwbQxQXpOkqdMALkT3F","electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",0.632,0.462,0.0489,0.0299,0.000314,0.391,0.421153586880584
"560","79Og22swFwSU1wxIrMYiT6","electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",0.546,0.904,0.0748,0.0111,0.00738,0.262,0.514033754550246
"561","1Tlk5UV5vbff34BPJHCaZy","electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",0.463,0.717,0.0329,0.034,4.71e-06,0.31,0.78348797019206
"562","6JIOxuW27X3znAuEUPXKaL","electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",0.612,0.81,0.0389,0.000101,0.000137,0.425,0.482945004841339
"563","7ds1GxgEr4BIQgEVxD0d32","electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",0.66,0.811,0.0394,0.00555,0.000327,0.43,0.451562097831816
"564","3doH6qMRrhJoP7RSTjqeJk","electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",0.465,0.604,0.0478,0.0836,0.00049,0.106,0.45104119427864
"565","0wSl3lWKRV7P6XK07RpEIG","electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",0.534,0.77,0.0427,0.000509,0.0196,0.453,0.359417323413695
"566","0XutmBaeY75LCM9eqzv4q3","electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",0.486,0.87,0.0331,0.0164,0.000227,0.44,0.452070744830798
"567","05NIbGxolEHpEP7540Vs3J","electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",0.417,0.635,0.0563,0.0051,0,0.169,0.758840039711236
"568","1Lcas2Jveu5YMsgYJX2lfp","electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",0.614,0.798,0.0365,0.00563,0.0585,0.355,0.550153819755114
"569","4fGTvV6QBAz4UajoipdWII","electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",0.439,0.862,0.0791,0.00973,0.674,0.177,0.512795842576818
"570","5cZfGhFZHW5SvEV0knIswc","electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",0.7,0.574,0.0792,0.00954,2.43e-06,0.755,0.299139589895697
"571","4aKFEL2XxruKJhhkuhiMpA","electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",0.635,0.575,0.0313,0.00349,0.00134,0.308,0.439728394759097
"572","0wQvR7VxOQ6gWr08r6YNVI","electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",0.462,0.536,0.0289,0.00792,0.0568,0.177,0.360318180146834
"573","5F4HgRdUKOo075w0CrDKXg","electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",0.546,0.875,0.0513,0.014,7.92e-05,0.766,0.697048621750481
"574","6g7orEWf4cMz1drtZ58Mu7","electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",0.659,0.515,0.0274,0.00731,0.66,0.207,0.513053230214857
"575","4R2hmyRYUaO1yTqEc3J1Cc","electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",0.519,0.783,0.0366,0.0889,0,0.409,0.26800181397002
"576","4hFH5fh0ioMK8AlqNhRr6g","electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",0.54,0.73,0.0904,0.0151,0.000104,0.185,0.329921925749795
"577","2ihuMqDYpwBEbQAJZLOo7i","electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",0.676,0.712,0.0322,0.0014,0.0152,0.124,0.488711713588842
"578","5wfIE8iJK6mM5HGP8mhKzP","electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",0.644,0.826,0.0334,0.0168,0.00247,0.163,0.470418806456753
"579","7u0R7NrOBqyJ6tZMIr5YoD","electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",0.647,0.682,0.0307,0.313,0,0.328,0.363100417948498
"580","3BePO6y3EhT5ieOhZ3zOZK","electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",0.685,0.679,0.0253,0.00805,2.72e-06,0.447,0.528220716027896
"581","6b2B2dS9UvPdBijz8DaalI","electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",0.544,0.726,0.0392,0.307,0.000442,0.307,0.237427839537193
"582","2gFvyF4eVCEbXeZvrMPETE","electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",0.565,0.784,0.0303,0.0172,0.000126,0.482,0.286576621848533
"583","1XCja2p7gGsAHf5ZWfGwfQ","electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",0.637,0.774,0.0316,0.00052,0.00535,0.317,0.329456176690485
"584","2mVntwBuHUIxkZSS7hMi2C","electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",0.224,0.188,0.0326,0.955,0.127,0.0986,0.285130348453836
"585","1gqWD3ExMLOdMm3IQRD5NE","electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",0.623,0.578,0.0321,0.00521,0.00309,0.452,0.452058488276606
"586","0O3EiwrS3rDax6q7Q3cn7u","electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",0.589,0.397,0.0288,0.437,0.097,0.151,0.494680655480518
"587","2eJpjU4wltu6DQ3CASRHyO","electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",0.439,0.725,0.0875,0.149,0.00157,0.217,0.464799176359558
"588","4aGvs7y4hQIbGss7zmEXKf","dance pop,electropop,indie pop,indie poptimism,nyc pop,pop,pop dance",0.714,0.658,0.0315,0.267,0,0.766,0.216279155278285
"589","1nyXYgcOxmCPzMay9q5StX","dance pop,electropop,indie pop,indie poptimism,nyc pop,pop,pop dance",0.225,0.585,0.0422,0.0366,0.00505,0.18,0.251872188652882
"590","7ww6gTkfd21QU9CD8PG39m","dance pop,electropop,indie pop,indie poptimism,nyc pop,pop,pop dance",0.578,0.784,0.0905,0.106,0.00134,0.254,0.411765066369241
"591","0CZ8lquoTX2Dkg7Ak2inwA","dance pop,electropop,indie pop,indie poptimism,nyc pop,pop,pop dance",0.6,0.535,0.107,0.648,4.7e-06,0.269,0.157196435794041
"592","3lhjaN5VyhFOZ9BzwHFRgI","chamber pop,indie folk,indie pop,metropopolis,shimmer pop,stomp and holler,stomp and whittle",0.347,0.512,0.04,0.572,0.67,0.227,0.21851597641839
"593","7gNxo9WO00wWYZkjsVES2O","chamber pop,indie folk,indie pop,metropopolis,shimmer pop,stomp and holler,stomp and whittle",0.316,0.828,0.0377,0.245,0.000356,0.356,0.555301572515903
"594","2ulqg6csWop7iCgZyORm01","alternative rock,cleveland indie,freak folk,indie punk,indie rock,lo-fi,modern rock,noise pop,nu gaze,popgaze",0.213,0.973,0.0813,1.43e-05,0.921,0.191,0.352369804753092
"595","3rbVv0XOyXcI27mMaJqz4F","alternative dance,british indie rock,dance-punk,indie rock,modern alternative rock,modern rock,new rave",0.392,0.915,0.066,0.17,1.78e-05,0.563,0.84538356886345
"596","5NXuoNRImrl6qf9jwCsmPf","alternative dance,british indie rock,dance-punk,indie rock,modern alternative rock,modern rock,new rave",0.337,0.819,0.173,0.0482,0,0.447,0.754390910539411
"597","1NIjx6oS7ECM5UtTpPUFIa","art pop,baltimore indie,freak folk,indietronica",0.484,0.391,0.0306,0.8,0.923,0.327,0.543418843226415
"598","1ALgbUpschkSimeUDxmTZh","gauze pop",0.523,0.7,0.0338,0.366,0.636,0.202,0.415913909963353
"599","4ijNw9jlhNiqsfr3creDW5","gauze pop",0.623,0.169,0.0318,0.89,3.53e-05,0.0877,0.45129858191668
"600","3qx7ZomE2O7Wu1pnRgxKbb","electropop,indie poptimism,la indie,shimmer pop",0.577,0.758,0.0287,0.00387,0.00027,0.434,0.390567355893564
"601","14yKI3kDyNdwE9Dk2E6bS8","",0.664,0.712,0.0883,0.454,0.000215,0.613,0.660358626775668
"602","5HAVnqA7gm5RyQ6HFNPRQh","bedroom pop,indie pop",0.509,0.206,0.0431,0.633,0,0.3,0.595674662025518
"603","42SOtYBdnfj9zEdZSlAq5k","dance pop,electropop,etherpop,indie poptimism,pop,pop dance,post-teen pop",0.626,0.55,0.029,0.051,0,0.123,0.537541825491181
"604","2usxQITOSDqvkYiI0oIwao","dance pop,electropop,etherpop,indie poptimism,pop,pop dance,post-teen pop",0.591,0.585,0.0277,0.143,0,0.324,0.396370834303644
"605","6V9fHiv84WlVTg7CSnIVY2","dance pop,electropop,etherpop,indie poptimism,pop,pop dance,post-teen pop",0.667,0.583,0.0747,0.231,4.48e-05,0.187,0.280564782017184
"606","4UqlViBXM2Aqn4yGHMmRGv","dance pop,electropop,etherpop,indie poptimism,pop,pop dance,post-teen pop",0.565,0.681,0.0419,0.0231,8.43e-06,0.0399,0.514131806983785
"607","2DyCLtTrd9f2DRRDq1ngJx","dance pop,electropop,etherpop,indie poptimism,pop,pop dance,post-teen pop",0.447,0.257,0.0394,0.912,0,0.32,0.555277059407518
"608","6w4LIVTA1966CdmIo0yG4x","dance pop,electropop,etherpop,indie poptimism,pop,pop dance,post-teen pop",0.518,0.811,0.0589,0.0544,0,0.568,0.329572613955313
"609","3ehsoSi7UvH6c79eX6WQke","alternative rock,anti-folk,indie rock,modern rock",0.649,0.743,0.0535,0.0139,0.0359,0.548,0.697955606760715
"610","6H5JsDwJDTmOBaq6E5T6SP","alternative rock,anti-folk,indie rock,modern rock",0.326,0.745,0.0522,0.00627,0.29,0.272,0.416551250781355
"611","2os0aK782bakCPmjow0SU0","alternative rock,anti-folk,indie rock,modern rock",0.534,0.414,0.0403,0.218,2.11e-06,0.458,0.433992327397075
"612","3ZbbcpcCcgsWjTNVRzVZ5c","mexican indie",0.815,0.309,0.0435,0.327,0.000117,0.706,0.783212197722732
"613","0u6a2q1zX7TWezsP83Um09","mexican hip hop,r&b en espanol,rap regio",0.674,0.584,0.449,0.363,0.229,0.098,0.370141808332005
"614","2ahUaJKZpeVF2ynKmUE2Ok","mexican hip hop,r&b en espanol,rap regio",0.694,0.315,0.0847,0.706,0.36,0.366,0.574961085440439
"615","1uddOsj7TyRA13hnS2yDyk","vapor soul",0.614,0.609,0.0411,0.165,0.00611,0.429,0.476381620071333
"616","6Ud16saJTj7RYZolKEENE3","instrumental math rock,instrumental rock,japanese jazz fusion,japanese math rock,japanese post-rock,math pop,math rock,post-rock",0.583,0.877,0.0362,0.000967,0.833,0.63,0.452315875914645
"617","7w2MLwpwnsZUrz01Dna5RD","j-indie,japanese indie folk,japanese singer-songwriter",0.463,0.684,0.0438,0.111,0.444,0.442,0.355807768204047
"618","7x3YVwxxlaBFIqTN4KiBle","j-indie,japanese indie folk,japanese singer-songwriter",0.375,0.242,0.044,0.743,4.89e-06,0.339,0.594081309980512
"619","4pBsg7FS4R99zk55McLRIy","dance pop,electropop,indie cafe pop,indie poptimism,pop,post-teen pop,social media pop",0.315,0.359,0.0318,0.392,4.76e-06,0.118,0.44195295934501
"620","6hsyeHN3aeTgZ3z1ZKuy8l","modern dream pop",0.377,0.704,0.0363,0.0254,0.0193,0.178,0.433820735638383
"621","4yc9HjlFxyWMlaqcdvQtPj","guatemalan indie",0.537,0.17,0.0411,0.916,0.0024,0.19,0.412555614114648
"622","6txWz9UapYHVxEd7dDIHXT","alternative metal,alternative rock,blues rock,grunge,pop rock,rock",0.389,0.476,0.0316,0.619,5.09e-05,0.566,0.624201791908223
"623","0uakX8aHMuzA4pCEJPwZq9","",0.791,0.596,0.0253,0.0547,0.123,0.481,0.39057348417066
"624","0cJhdWcwcqRRhU9SJNZOBV","rock chapin",0.572,0.939,0.0687,0.00701,0.00161,0.507,0.468139087376975
"625","47hDuWmh0PU9AARzs5vflv","indie pop",0.912,0.401,0.0856,0.03,0.000141,0.82,0.549914816948363
"626","1OFRtzNRluXCUbURQ6OyVY","art pop,bubblegrunge,indie folk,indie pop,indie rock",0.676,0.746,0.0364,0.297,0,0.602,0.500937626395715
"627","07FdE0wvfv8oxxKiql8sAP","",0.364,0.568,0.112,0.677,0.772,0.124,0.79204917329542
"628","3jtYMJU3xUPkCgZqYoJYuX","",0.577,0.333,0.0847,0.87,0.873,0.301,0.518507396830455
"629","6V3ltViwBXjmLGrMLyEq5q","guatemalan indie",0.499,0.451,0.0587,0.546,0.000214,0.178,0.757669538785866
"630","3jCqsWleJF3QddWkbycdwx","rva indie",0.374,0.772,0.0752,0.0106,0,0.308,0.819056490458273
"631","7l62bYBU4F4SiRdGDhnqTn","cantautor,chilean indie,chilean rock,latin rock,nueva cancion,nueva trova chilena,pop chileno,trova",0.459,0.283,0.0307,0.605,0.000555,0.248,0.428201105541188
"632","6gm12xlADJwiBbHIKBXzGW","venezuelan hip hop",0.486,0.388,0.126,0.435,0,0.467,0.270931130421993
"633","0ynMdz0BsYpaiemBi26rid","venezuelan hip hop",0.547,0.705,0.129,0.756,0,0.811,0.739817867604702
"634","0Arb33pBjt2hbNyuMpHUfc","venezuelan hip hop",0.693,0.933,0.176,0.00231,1.43e-05,0.391,0.378353699640883
"635","0kc4G5tEdtmTB0w3gYmb01","venezuelan hip hop",0.379,0.775,0.0798,0.0854,0.00446,0.361,0.695982301535746
"636","6k4HCQ4IcKSDZCjgEJTO4a","rock chapin",0.747,0.362,0.0343,0.577,9.62e-06,0.378,0.231250536224246
"637","4VYhDKAG7L2sxzGYd6K1qb","rock chapin",0.65,0.541,0.026,0.218,0.00988,0.548,0.292790694824057
"638","3pR7bepkdYWYPeakBlh3WU","metal catala,pixie,slayer,spanish metal",0.678,0.834,0.0796,0.000292,0.00013,0.421,0.544007157827648
"639","4xH2dtL8Dbo0MoyitcEpbh","metal catala,pixie,slayer,spanish metal",0.601,0.886,0.0518,0.000979,0.131,0.324,0.451788844084374
"640","4xxF57q6wmLa400D3AA2u2","nyc pop,retro soul",0.443,0.304,0.0614,0.89,1.55e-06,0.325,0.275508953412838
"641","6TUIsXjxtGJA8EiCjagfvm","nyc pop,retro soul",0.739,0.609,0.0546,0.338,3.11e-05,0.703,0.301615413842552
"642","7ezrFcGRY8Y4jW3ameRi1R","nyc pop,retro soul",0.728,0.565,0.0395,0.645,6.4e-05,0.358,0.598928777163588
"643","543esqtLQe6Snzxej1QnPM","nyc pop,retro soul",0.549,0.611,0.131,0.17,0.00251,0.725,0.954295309416711
"644","0GCQ47JUBFCW26grdUxf4Q","nyc pop,retro soul",0.669,0.668,0.0949,0.145,0.126,0.573,0.24889384598414
"645","04VtzZ6KCEZLoEomgVR4ln","nyc pop,retro soul",0.499,0.521,0.0396,0.517,0,0.39,0.165095784971013
"646","3BBrd1T2R2m1GzX9dj5ify","french indie pop,french indietronica,new french touch",0.568,0.754,0.0406,0.263,0.0104,0.5,0.770594075181703
"647","5bYQM8TrQ6ur1SuEieE3pK","alternative dance,dance-punk,indie pop,indie rock,modern rock,new rave,rock independant francais",0.645,0.63,0.0354,0.0253,0.000433,0.96,0.641373224331712
"648","7zkDEBSxkcBVsStS4qBFpK","alternative dance,dance-punk,indie pop,indie rock,modern rock,new rave,rock independant francais",0.635,0.786,0.0377,0.0349,0.00767,0.305,0.31425192121487
"649","4d9jejXgYabuSGbt14sqxa","israeli pop",0.576,0.333,0.0279,0.688,5.21e-05,0.588,0.522840088737452
"650","6ta5yavnnEfCE4faU0jebM","acoustic pop",0.456,0.386,0.032,0.835,0.108,0.612,0.73215752123448
"651","54QFGiOthVqXeJtiXdlLYa","ambient,focus,new age",0.559,0.23,0.0309,0.805,0.876,0.461,0.647918224270429
"652","2y51eXwv9XCkqzvnfYBifb","chilean indie,chilean rock,nueva cancion",0.614,0.722,0.0372,0.778,2.96e-06,0.731,0.231544693524862
"653","5kBOGJfg82pdma5FGbh3yE","anime rock,denpa-kei",0.545,0.914,0.0787,0.000841,0,0.61,0.316899336920418
"654","4Sd5tbNP4q8wS64abqwfkN","indie rock,philly indie",0.481,0.632,0.0333,0.385,0.0817,0.156,0.349691747662062
"655","31LKL7XfxR1PTm6Or9KTKv","art pop,experimental folk,freak folk",0.189,0.362,0.0331,0.649,0.39,0.0979,0.401536971895721
"656","3pOFDXRsY7Pm3LREbDKUkq","cantautor,spanish rock",0.588,0.439,0.0696,0.714,0.000638,0.585,0.186906323156308
"657","1bT7GxBMSDitDk2ZC7YTCH","latin rock,spanish indie pop",0.324,0.969,0.148,0.0352,6.87e-05,0.457,0.892755150816899
"658","0SRMrCKFp0X8vrcVfa2rP6","latin rock,spanish indie pop",0.493,0.961,0.0671,0.00146,0.132,0.498,0.329327482871466
"659","2kVBf5PiS9LBhvDaBQ4uue","j-punk,japanese girl punk,japanese pop punk,japanese punk rock",0.341,0.98,0.235,0.0447,0.455,0.756,0.797913934476461
"660","1vMPUIfw633EbwXseSq5Zr","",0.517,0.00782,0.0544,0.983,0,0.19,0.410159457770043
"661","0fJTfkGfoHwWfJiHFvGpeZ","chamber pop",0.567,0.267,0.0326,0.946,0.0326,0.203,0.493792055301572
"662","7kaub3iYrvVz5gaPVemsWE","chamber pop",0.648,0.189,0.0311,0.984,0.000375,0.231,0.322531223571805
"663","2Y13Mjv24MZGgtz3iFwWvs","indie folk,indie pop",0.41,0.182,0.0313,0.934,1.55e-05,0.156,0.194223486009143
"664","10YY0pGwZYUU1eVoLaVDux","dreamo,emo,hampton roads indie,piano rock",0.587,0.446,0.0353,0.314,0.171,0.479,0.512354606625893
"665","03k5XShK3FRSfDJq1zvYsB","alternative emo,emo,midwest emo",0.481,0.768,0.0332,0.00754,0.00221,0.551,0.776697839169496
"666","14GTv5GRI487rzjgC1DjTK","alternative emo,bubblegrunge,diy emo,indie punk,midwest emo",0.561,0.935,0.0985,0.00276,1.74e-05,0.703,0.513378028900955
"667","27LPG7cAd5fOTNdp7noNWW","alternative emo,bubblegrunge,diy emo,indie punk,midwest emo",0.571,0.882,0.074,0.0038,0,0.66,0.314031303239407
"668","1KaqSfCImt1391GQFOW8Nk","australian electropop,transpop",0.754,0.23,0.0361,0.795,0.00856,0.194,0.409080881001115
"669","0oznRI6xkeFvEgYU1O7OrU","icelandic pop",0.781,0.338,0.173,0.554,7.44e-05,0.501,0.292521050631825
"670","2tzt6biW79znRmQCLBSWhG","american post-rock,instrumental post-rock,post-rock",0.366,0.785,0.0413,3.63e-05,0.812,0.154,0.513476081334494
"671","3ww8kOHAVCkH8Cker4aY6X","alternative rock,art pop,chamber pop,chamber psych,dream pop,duluth indie,freak folk,indie rock,melancholia,slowcore",0.263,0.569,0.0324,0.332,0.899,0.052,0.623466398656682
"672","7zYRPFlkOZq5rID2CF9c35","murcia indie,spanish modern rock",0.626,0.422,0.032,0.778,8.72e-05,0.615,0.286417286644033
"673","0NT0EydfPRtaFe5JHg2icH","murcia indie,spanish modern rock",0.386,0.76,0.0342,0.0024,0,0.645,0.734087928519776
"674","0dEPlb8waIqRtKpLb3l6So","colombian pop,latin,latin pop,mexican pop,pop,rock en espanol,tropical",0.486,0.715,0.0519,0.292,0,0.637,0.231838850825479
"675","6MiJdkJSzI5va9BronTKk3","bubblegrunge,norwegian indie",0.498,0.801,0.0621,0.000216,0.00303,0.569,0.794543382073564
"676","5U5AZIJdDTmsModlp9AK65","bubblegrunge,norwegian indie",0.293,0.85,0.23,0.00091,0,0.534,0.788292539435463
"677","1aKwh9IyjVr4cMdoR2jryL","bubblegrunge,norwegian indie",0.401,0.822,0.122,0.000147,0.0011,0.674,0.788739903663484
"678","2Gf4W4hbDEqgm7zSXwBvn0","bubblegrunge,norwegian indie",0.432,0.62,0.0616,0.0227,5.76e-06,0.264,0.423077865888784
"679","5yJrl2r0vr6u9BXqQXZE3V","art rock,dance pop,dance rock,disco,electronica,new romantic,new wave pop",0.65,0.477,0.0624,0.225,0.016,0.798,0.799415362365025
"680","4gqKZYuXC6mie1CUm25IpF","",0.516,0.719,0.037,0.236,7.44e-05,0.132,0.55908884776134
"681","1r8e3HtZOP65v2uiWd17dF","indie pop,indie rock,indietronica,la indie,modern alternative rock,modern rock,pop rock,rock,stomp and holler",0.421,0.991,0.124,3.81e-06,0.0466,0.446,0.697011852087904
"682","57nNNkgk768QVXq3uHxu5e","indie pop,indie rock,indietronica,la indie,modern alternative rock,modern rock,pop rock,rock,stomp and holler",0.577,0.827,0.0365,0.00338,0.000647,0.179,0.335645736557624
"683","2DiFhVuuOEckrMc5FwX1Xd","indie pop,indie rock,indietronica,la indie,modern alternative rock,modern rock,pop rock,rock,stomp and holler",0.563,0.602,0.0323,0.144,0.000222,0.267,0.410594565443871
"684","0i4ggi1qGPbr8OqaKBm5iY","indie pop,indie rock,indietronica,la indie,modern alternative rock,modern rock,pop rock,rock,stomp and holler",0.449,0.635,0.0397,0.000264,4.65e-05,0.273,0.734038902303007
"685","0GO8y8jQk1PkHzS31d699N","indie pop,indie rock,indietronica,la indie,modern alternative rock,modern rock,pop rock,rock,stomp and holler",0.56,0.936,0.0439,0.00847,0,0.371,0.408749954037922
