,id,name,artist,duration_ms,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genres,cluster
227,6RE0waxUF2FpqFmcUlJI1O,I Can Hardly Speak,Bombay Bicycle Club,239465,FALSE,36,0.427,0.426,8,-9.516,1,0.0327,0.311,0.000167,0.107,0.172,98.086,4,"alternative dance,british indie rock,indie pop,indie rock,modern alternative rock,modern rock,new rave,rock",5
228,1bKQdPJ9lid6Yg26HAx8Tf,"Lights Out, Words Gone",Bombay Bicycle Club,301346,FALSE,55,0.649,0.76,8,-7.275,1,0.0298,0.577,0.332,0.107,0.654,106.002,4,"alternative dance,british indie rock,indie pop,indie rock,modern alternative rock,modern rock,new rave,rock",1
229,5NtoPBmhY7WGdpsHmpy9Xh,Always Like This,Bombay Bicycle Club,245640,FALSE,0,0.659,0.591,1,-6.713,1,0.0313,0.441,0.000861,0.0862,0.707,121.14,4,"alternative dance,british indie rock,indie pop,indie rock,modern alternative rock,modern rock,new rave,rock",1
230,3B6mCjnpTthmtFPuTAH0Kz,Luna,Bombay Bicycle Club,190866,FALSE,0,0.582,0.916,5,-5.393,1,0.0478,0.0275,0.000331,0.149,0.386,121.988,4,"alternative dance,british indie rock,indie pop,indie rock,modern alternative rock,modern rock,new rave,rock",6
231,31Lo7KUgIs5k3ivISB4ECJ,Feel,Bombay Bicycle Club,299866,FALSE,0,0.641,0.928,6,-4.372,1,0.0374,0.015,0.0661,0.578,0.789,110.011,4,"alternative dance,british indie rock,indie pop,indie rock,modern alternative rock,modern rock,new rave,rock",1
232,4yYvWFUWMaKMXtoJKJnmZk,Shuffle,Bombay Bicycle Club,235293,FALSE,59,0.627,0.959,7,-4.744,1,0.0298,0.316,0.00576,0.112,0.397,109.981,4,"alternative dance,british indie rock,indie pop,indie rock,modern alternative rock,modern rock,new rave,rock",1
233,7zWQ9qz0vAK75QBTGLZ0Wb,Linger,No Vacation,262375,FALSE,37,0.54,0.574,7,-7.006,1,0.0232,0.0122,0.000658,0.226,0.225,94.975,4,"indie garage rock,indie pop,indie surf",6
234,6lbLn5iL2NBJnbib7bTXMn,Dræm Girl,No Vacation,234606,FALSE,60,0.192,0.952,2,-5.888,1,0.258,0.00164,0.716,0.307,0.262,172.752,4,"indie garage rock,indie pop,indie surf",3
235,5kTfGxslMBLVeapaoeb0ZW,Soul No. 5,Caroline Rose,189949,FALSE,45,0.453,0.803,2,-4.768,1,0.0445,4.66E-05,0.0655,0.0674,0.385,159.571,4,"art pop,indie pop,indie rock,indie surf,vermont indie",4
236,0VjIjW4GlUZAMYd2vXMi3b,Blinding Lights,The Weeknd,200040,FALSE,96,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,4,"canadian contemporary r&b,canadian pop,pop",4
237,4RepvCWqsP6zBuzvwYibAS,I Feel It Coming,The Weeknd,269186,FALSE,1,0.769,0.813,0,-5.9,0,0.143,0.429,0,0.0952,0.567,92.985,4,"canadian contemporary r&b,canadian pop,pop",1
238,7uu7UnlZhQlPhGf0SAYBLV,Forever - Separate But Together,CHVRCHES,221158,FALSE,35,0.684,0.696,2,-3.416,0,0.0428,0.0498,1.17E-06,0.0764,0.849,149.933,4,"electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",1
239,1KOGBw8kuawbxJWqcHypy0,Death Stranding,CHVRCHES,316214,FALSE,54,0.495,0.703,6,-5.825,1,0.0506,0.00126,0.0652,0.0686,0.0546,121.961,4,"electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",6
240,4VN8x7hlpE0cuRQwgvenmV,Make Them Gold,CHVRCHES,231765,FALSE,0,0.607,0.843,7,-5.412,0,0.0413,0.0116,0,0.0953,0.452,145.273,4,"electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",4
241,6k7vkIuoR9QDoIGsomn3m2,Wonderland,CHVRCHES,275767,FALSE,31,0.488,0.682,0,-6.451,0,0.0435,0.00158,0.000965,0.119,0.144,155.984,4,"electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",4
242,5kVI980jBUDedKZvdz2ygw,Graffiti - Hansa Session,CHVRCHES,236736,FALSE,0,0.451,0.582,2,-7.68,1,0.029,0.487,3.99E-06,0.0765,0.669,159.96,4,"electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",4
243,7fLuehq23V4sKBDZmYgNDL,Deliverance,CHVRCHES,252837,FALSE,35,0.566,0.781,1,-5.242,1,0.0281,0.00117,0.00165,0.0934,0.209,105.967,4,"electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",6
244,6e5vgmVzMtGrHZZCPfcbrK,Heaven/Hell,CHVRCHES,305945,FALSE,32,0.606,0.736,5,-6.427,0,0.0327,0.000436,0.00279,0.142,0.188,122.984,4,"electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",6
245,4j1CYpZbbN26VKTby9nnet,Graves,CHVRCHES,283745,FALSE,35,0.547,0.868,11,-3.69,1,0.059,0.00391,0,0.157,0.326,142.081,4,"electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",4
246,2czyivBXRydmoS98HSfoOb,Miracle,CHVRCHES,188251,FALSE,44,0.575,0.796,5,-3.081,1,0.0322,0.0141,0,0.152,0.417,124.01,4,"electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",6
247,3jl1I9gvCXo5V9hu4hYGLY,Forever,CHVRCHES,224459,FALSE,48,0.434,0.768,5,-3.992,1,0.0364,0.000631,0,0.276,0.305,151.993,4,"electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",4
248,2zpdPPsPJYGQ9VYRVJXfv9,Graffiti,CHVRCHES,218589,FALSE,39,0.472,0.828,4,-3.477,1,0.0353,0.0102,0.00299,0.226,0.388,86.976,4,"electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",6
249,46C9o6B27XyZIzzPnzki3V,Warning Call,CHVRCHES,272146,FALSE,0,0.54,0.693,4,-6.393,1,0.0332,0.00333,1.32E-05,0.0714,0.104,94.963,4,"electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",6
250,46qwwbQxQXpOkqdMALkT3F,Now Is Not The Time,CHVRCHES,224746,FALSE,26,0.632,0.462,2,-7.893,1,0.0489,0.0299,0.000314,0.0765,0.391,114.984,4,"electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",6
251,79Og22swFwSU1wxIrMYiT6,ZVVL,CHVRCHES,190960,FALSE,31,0.546,0.904,6,-6.243,0,0.0748,0.0111,0.00738,0.219,0.262,130.14,4,"electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",6
252,1Tlk5UV5vbff34BPJHCaZy,The Mother We Share,CHVRCHES,191293,TRUE,0,0.463,0.717,1,-5.135,1,0.0329,0.034,4.71E-06,0.121,0.31,174.109,4,"electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",4
253,6JIOxuW27X3znAuEUPXKaL,We Sink,CHVRCHES,214373,TRUE,0,0.612,0.81,2,-6.252,1,0.0389,0.000101,0.000137,0.638,0.425,125.067,4,"electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",6
254,7ds1GxgEr4BIQgEVxD0d32,Gun,CHVRCHES,233986,FALSE,0,0.66,0.811,5,-5.974,1,0.0394,0.00555,0.000327,0.276,0.43,119.946,4,"electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",1
255,3doH6qMRrhJoP7RSTjqeJk,Tether,CHVRCHES,286400,FALSE,0,0.465,0.604,9,-7.145,0,0.0478,0.0836,0.00049,0.119,0.106,119.861,4,"electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",6
256,0wSl3lWKRV7P6XK07RpEIG,Lies,CHVRCHES,221053,FALSE,0,0.534,0.77,7,-6.163,0,0.0427,0.000509,0.0196,0.0928,0.453,104.91,4,"electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",6
257,0XutmBaeY75LCM9eqzv4q3,Under The Tide,CHVRCHES,272120,FALSE,0,0.486,0.87,7,-7.05,1,0.0331,0.0164,0.000227,0.114,0.44,120.029,4,"electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",6
258,05NIbGxolEHpEP7540Vs3J,Recover,CHVRCHES,225853,FALSE,0,0.417,0.635,7,-5.184,1,0.0563,0.0051,0,0.349,0.169,170.087,4,"electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",4
259,1Lcas2Jveu5YMsgYJX2lfp,Night Sky,CHVRCHES,231093,FALSE,0,0.614,0.798,8,-7.406,1,0.0365,0.00563,0.0585,0.218,0.355,136.034,4,"electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",6
260,4fGTvV6QBAz4UajoipdWII,Science/Visions,CHVRCHES,238080,FALSE,0,0.439,0.862,6,-6.445,0,0.0791,0.00973,0.674,0.126,0.177,129.938,4,"electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",2
261,5cZfGhFZHW5SvEV0knIswc,Lungs,CHVRCHES,182866,FALSE,0,0.7,0.574,5,-5.131,1,0.0792,0.00954,2.43E-06,0.106,0.755,95.074,4,"electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",1
262,4aKFEL2XxruKJhhkuhiMpA,By The Throat,CHVRCHES,249360,FALSE,0,0.635,0.575,10,-6.077,0,0.0313,0.00349,0.00134,0.0848,0.308,118.015,4,"electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",6
263,0wQvR7VxOQ6gWr08r6YNVI,You Caught The Light,CHVRCHES,340146,FALSE,0,0.462,0.536,5,-7.822,1,0.0289,0.00792,0.0568,0.0992,0.177,105.057,4,"electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",6
264,5F4HgRdUKOo075w0CrDKXg,Strong Hand - Bonus Track,CHVRCHES,206362,FALSE,0,0.546,0.875,3,-3.509,1,0.0513,0.014,7.92E-05,0.113,0.766,160.004,4,"electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",4
265,6g7orEWf4cMz1drtZ58Mu7,Broken Bones - Bonus Track,CHVRCHES,224721,FALSE,0,0.659,0.515,2,-8.397,1,0.0274,0.00731,0.66,0.133,0.207,129.98,4,"electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",2
266,4R2hmyRYUaO1yTqEc3J1Cc,Never Ending Circles,CHVRCHES,186649,FALSE,0,0.519,0.783,10,-4.034,1,0.0366,0.0889,0,0.414,0.409,89.993,4,"electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",6
267,4hFH5fh0ioMK8AlqNhRr6g,Leave A Trace,CHVRCHES,237481,FALSE,0,0.54,0.73,2,-5.843,1,0.0904,0.0151,0.000104,0.143,0.185,100.097,4,"electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",6
268,2ihuMqDYpwBEbQAJZLOo7i,Keep You On My Side,CHVRCHES,265933,FALSE,0,0.676,0.712,1,-5.508,1,0.0322,0.0014,0.0152,0.177,0.124,126.008,4,"electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",6
269,5wfIE8iJK6mM5HGP8mhKzP,Clearest Blue,CHVRCHES,233769,FALSE,0,0.644,0.826,1,-5.83,1,0.0334,0.0168,0.00247,0.0649,0.163,123.023,4,"electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",6
270,7u0R7NrOBqyJ6tZMIr5YoD,High Enough To Carry You Over,CHVRCHES,219047,FALSE,0,0.647,0.682,6,-5.877,0,0.0307,0.313,0,0.117,0.328,105.511,4,"electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",6
271,3BePO6y3EhT5ieOhZ3zOZK,Empty Threat,CHVRCHES,244189,FALSE,0,0.685,0.679,8,-4.96,1,0.0253,0.00805,2.72E-06,0.248,0.447,132.455,4,"electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",1
272,6b2B2dS9UvPdBijz8DaalI,Down Side Of Me,CHVRCHES,310771,FALSE,0,0.544,0.726,1,-5.414,0,0.0392,0.307,0.000442,0.0675,0.307,85.004,4,"electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",6
273,2gFvyF4eVCEbXeZvrMPETE,Playing Dead,CHVRCHES,215696,FALSE,0,0.565,0.784,3,-3.537,0,0.0303,0.0172,0.000126,0.195,0.482,93.024,4,"electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",6
274,1XCja2p7gGsAHf5ZWfGwfQ,Bury It,CHVRCHES,188704,FALSE,0,0.637,0.774,1,-4.064,1,0.0316,0.00052,0.00535,0.316,0.317,100.021,4,"electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",6
275,2mVntwBuHUIxkZSS7hMi2C,Afterglow,CHVRCHES,194321,FALSE,0,0.224,0.188,5,-11.17,1,0.0326,0.955,0.127,0.0801,0.0986,92.788,4,"electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",5
276,1gqWD3ExMLOdMm3IQRD5NE,Get Away,CHVRCHES,281167,FALSE,0,0.623,0.578,2,-6.622,0,0.0321,0.00521,0.00309,0.32,0.452,120.027,4,"electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",6
277,0O3EiwrS3rDax6q7Q3cn7u,Follow You,CHVRCHES,234499,FALSE,0,0.589,0.397,1,-9.061,0,0.0288,0.437,0.097,0.093,0.151,126.982,4,"electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",5
278,2eJpjU4wltu6DQ3CASRHyO,Bow Down,CHVRCHES,278267,FALSE,0,0.439,0.725,4,-5.445,1,0.0875,0.149,0.00157,0.122,0.217,122.106,4,"electropop,indie pop,indie poptimism,metropopolis,neo-synthpop,shimmer pop",6
279,4aGvs7y4hQIbGss7zmEXKf,Ain't Together,King Princess,202280,FALSE,58,0.714,0.658,0,-5.497,1,0.0315,0.267,0,0.176,0.766,81.553,4,"dance pop,electropop,indie pop,indie poptimism,nyc pop,pop,pop dance",1
280,1nyXYgcOxmCPzMay9q5StX,Ohio,King Princess,293600,FALSE,42,0.225,0.585,7,-5.053,1,0.0422,0.0366,0.00505,0.162,0.18,87.361,4,"dance pop,electropop,indie pop,indie poptimism,nyc pop,pop,pop dance",6
281,7ww6gTkfd21QU9CD8PG39m,Hit the Back,King Princess,203826,FALSE,39,0.578,0.784,7,-5.38,1,0.0905,0.106,0.00134,0.126,0.254,113.452,4,"dance pop,electropop,indie pop,indie poptimism,nyc pop,pop,pop dance",6
282,0CZ8lquoTX2Dkg7Ak2inwA,1950,King Princess,225133,TRUE,76,0.6,0.535,4,-7.043,1,0.107,0.648,4.70E-06,0.162,0.269,71.912,4,"dance pop,electropop,indie pop,indie poptimism,nyc pop,pop,pop dance",5
283,3lhjaN5VyhFOZ9BzwHFRgI,A Song for You,Kishi Bashi,231813,FALSE,37,0.347,0.512,0,-8.375,1,0.04,0.572,0.67,0.0985,0.227,81.918,4,"chamber pop,indie folk,indie pop,metropopolis,shimmer pop,stomp and holler,stomp and whittle",2
284,7gNxo9WO00wWYZkjsVES2O,Philosophize In It! Chemicalize With It!,Kishi Bashi,200533,FALSE,43,0.316,0.828,0,-5.313,1,0.0377,0.245,0.000356,0.158,0.356,136.874,4,"chamber pop,indie folk,indie pop,metropopolis,shimmer pop,stomp and holler,stomp and whittle",4
285,2ulqg6csWop7iCgZyORm01,Separation,Cloud Nothings,184360,FALSE,24,0.213,0.973,6,-6.251,0,0.0813,1.43E-05,0.921,0.15,0.191,103.76,4,"alternative rock,cleveland indie,freak folk,indie punk,indie rock,lo-fi,modern rock,noise pop,nu gaze,popgaze",2
286,3rbVv0XOyXcI27mMaJqz4F,Pelican,The Maccabees,224786,FALSE,41,0.392,0.915,2,-4.405,1,0.066,0.17,1.78E-05,0.584,0.563,184.209,4,"alternative dance,british indie rock,dance-punk,indie rock,modern alternative rock,modern rock,new rave",4
287,5NXuoNRImrl6qf9jwCsmPf,Precious Time,The Maccabees,257333,FALSE,47,0.337,0.819,7,-5.452,1,0.173,0.0482,0,0.0974,0.447,169.361,4,"alternative dance,british indie rock,dance-punk,indie rock,modern alternative rock,modern rock,new rave",3
288,1NIjx6oS7ECM5UtTpPUFIa,Become a Mountain,Dan Deacon,245414,FALSE,49,0.484,0.391,0,-9.113,0,0.0306,0.8,0.923,0.0928,0.327,134.935,4,"art pop,baltimore indie,freak folk,indietronica",2
289,3qx7ZomE2O7Wu1pnRgxKbb,Memphis,Kitten,219821,FALSE,42,0.577,0.758,9,-4.535,1,0.0287,0.00387,0.00027,0.338,0.434,109.993,4,"electropop,indie poptimism,la indie,shimmer pop",6
290,5HAVnqA7gm5RyQ6HFNPRQh,Ghost Adventure Spirit Orb,chloe moriondo,177009,TRUE,0,0.509,0.206,4,-14.604,1,0.0431,0.633,0,0.0927,0.3,143.462,4,"bedroom pop,indie pop",5
291,42SOtYBdnfj9zEdZSlAq5k,Finally // beautiful stranger,Halsey,221095,FALSE,60,0.626,0.55,9,-5.105,0,0.029,0.051,0,0.118,0.123,133.976,4,"dance pop,electropop,etherpop,indie poptimism,pop,pop dance,post-teen pop",6
292,2usxQITOSDqvkYiI0oIwao,You should be sad,Halsey,205473,TRUE,3,0.591,0.585,2,-6.35,1,0.0277,0.143,0,0.109,0.324,110.94,4,"dance pop,electropop,etherpop,indie poptimism,pop,pop dance,post-teen pop",6
293,6V9fHiv84WlVTg7CSnIVY2,Graveyard,Halsey,181805,FALSE,8,0.667,0.583,11,-5.127,0,0.0747,0.231,4.48E-05,0.181,0.187,92.043,4,"dance pop,electropop,etherpop,indie poptimism,pop,pop dance,post-teen pop",6
294,4UqlViBXM2Aqn4yGHMmRGv,Eyes Closed,Halsey,202438,FALSE,0,0.565,0.681,1,-4.995,0,0.0419,0.0231,8.43E-06,0.0852,0.0399,130.156,4,"dance pop,electropop,etherpop,indie poptimism,pop,pop dance,post-teen pop",6
295,2DyCLtTrd9f2DRRDq1ngJx,Sorry,Halsey,220540,FALSE,0,0.447,0.257,5,-9.172,0,0.0394,0.912,0,0.117,0.32,136.87,1,"dance pop,electropop,etherpop,indie poptimism,pop,pop dance,post-teen pop",5
296,6w4LIVTA1966CdmIo0yG4x,Colors,Halsey,249499,FALSE,0,0.518,0.811,1,-4.825,1,0.0589,0.0544,0,0.0806,0.568,100.04,4,"dance pop,electropop,etherpop,indie poptimism,pop,pop dance,post-teen pop",1
297,3ehsoSi7UvH6c79eX6WQke,Martin,Car Seat Headrest,207750,FALSE,10,0.649,0.743,4,-9.204,1,0.0535,0.0139,0.0359,0.534,0.548,160.152,4,"alternative rock,anti-folk,indie rock,modern rock",1
298,6H5JsDwJDTmOBaq6E5T6SP,Cute Thing,Car Seat Headrest,339321,TRUE,18,0.326,0.745,10,-5.162,1,0.0522,0.00627,0.29,0.116,0.272,114.233,4,"alternative rock,anti-folk,indie rock,modern rock",6
299,2os0aK782bakCPmjow0SU0,Drunk Drivers/Killer Whales,Car Seat Headrest,374653,TRUE,30,0.534,0.414,2,-7.952,1,0.0403,0.218,2.11E-06,0.103,0.458,117.079,4,"alternative rock,anti-folk,indie rock,modern rock",6
300,4pBsg7FS4R99zk55McLRIy,God Must Be Doing Cocaine,Charlotte Lawrence,194755,FALSE,50,0.315,0.359,7,-9.333,1,0.0318,0.392,4.76E-06,0.096,0.118,118.378,3,"dance pop,electropop,indie cafe pop,indie poptimism,pop,post-teen pop,social media pop",5
301,6txWz9UapYHVxEd7dDIHXT,No Rain,Blind Melon,217106,FALSE,73,0.389,0.476,9,-9.342,1,0.0316,0.619,5.09E-05,0.255,0.566,148.117,4,"alternative metal,alternative rock,blues rock,grunge,pop rock,rock",5
302,47hDuWmh0PU9AARzs5vflv,Crush,Tessa Violet,215831,FALSE,0,0.912,0.401,1,-9.536,1,0.0856,0.03,0.000141,0.08,0.82,135.995,4,indie pop,1
303,1OFRtzNRluXCUbURQ6OyVY,Ode To Artifice,Samia,165468,FALSE,25,0.676,0.746,10,-7.047,1,0.0364,0.297,0,0.104,0.602,128.003,4,"art pop,bubblegrunge,indie folk,indie pop,indie rock",1
304,5bYQM8TrQ6ur1SuEieE3pK,Lasso,Phoenix,167853,FALSE,51,0.645,0.63,11,-7.066,1,0.0354,0.0253,0.000433,0.125,0.96,150.919,4,"alternative dance,dance-punk,indie pop,indie rock,modern rock,new rave,rock independant francais",1
305,7zkDEBSxkcBVsStS4qBFpK,Lisztomania,Phoenix,241546,FALSE,65,0.635,0.786,0,-6.46,1,0.0377,0.0349,0.00767,0.497,0.305,97.54,4,"alternative dance,dance-punk,indie pop,indie rock,modern rock,new rave,rock independant francais",6
306,4Sd5tbNP4q8wS64abqwfkN,Thinking of a Place,The War On Drugs,670666,FALSE,59,0.481,0.632,11,-7.117,1,0.0333,0.385,0.0817,0.116,0.156,103.323,4,"indie rock,philly indie",6
307,2Y13Mjv24MZGgtz3iFwWvs,"I'm Tired, You're Lonely",Liza Anne,205413,FALSE,34,0.41,0.182,2,-9.351,0,0.0313,0.934,1.55E-05,0.359,0.156,77.954,4,"indie folk,indie pop",5
308,3ww8kOHAVCkH8Cker4aY6X,Lullaby (Demo),Low,606453,FALSE,14,0.263,0.569,11,-6.594,0,0.0324,0.332,0.899,0.081,0.052,147.997,4,"alternative rock,art pop,chamber pop,chamber psych,dream pop,duluth indie,freak folk,indie rock,melancholia,slowcore",2
309,0dEPlb8waIqRtKpLb3l6So,Fotografía,Juanes,238133,FALSE,66,0.486,0.715,7,-4.417,1,0.0519,0.292,0,0.195,0.637,84.092,4,"colombian pop,latin,latin pop,mexican pop,pop,rock en espanol,tropical",1
310,5yJrl2r0vr6u9BXqQXZE3V,La vie en rose,Grace Jones,448000,FALSE,60,0.65,0.477,0,-16.007,1,0.0624,0.225,0.016,0.0642,0.798,176.708,4,"art rock,dance pop,dance rock,disco,electronica,new romantic,new wave pop",1
311,1r8e3HtZOP65v2uiWd17dF,Deleter,Grouplove,234386,FALSE,0,0.421,0.991,8,-3.678,1,0.124,3.81E-06,0.0466,0.13,0.446,159.998,4,"indie pop,indie rock,indietronica,la indie,modern alternative rock,modern rock,pop rock,rock,stomp and holler",4
312,57nNNkgk768QVXq3uHxu5e,Ways to Go,Grouplove,215520,FALSE,63,0.577,0.827,7,-7.54,1,0.0365,0.00338,0.000647,0.26,0.179,101.031,4,"indie pop,indie rock,indietronica,la indie,modern alternative rock,modern rock,pop rock,rock,stomp and holler",6
313,2DiFhVuuOEckrMc5FwX1Xd,Torso,Grouplove,304400,FALSE,39,0.563,0.602,1,-7.245,0,0.0323,0.144,0.000222,0.0613,0.267,113.261,4,"indie pop,indie rock,indietronica,la indie,modern alternative rock,modern rock,pop rock,rock,stomp and holler",6
314,0i4ggi1qGPbr8OqaKBm5iY,Shark Attack,Grouplove,238626,FALSE,45,0.449,0.635,1,-7.557,1,0.0397,0.000264,4.65E-05,0.332,0.273,166.04,4,"indie pop,indie rock,indietronica,la indie,modern alternative rock,modern rock,pop rock,rock,stomp and holler",4
315,0GO8y8jQk1PkHzS31d699N,Tongue Tied,Grouplove,218013,FALSE,81,0.56,0.936,3,-5.835,1,0.0439,0.00847,0,0.161,0.371,112.96,4,"indie pop,indie rock,indietronica,la indie,modern alternative rock,modern rock,pop rock,rock,stomp and holler",6
316,7yMYqHqzye8vtyiHqdVlZw,Seventeen,Sharon Van Etten,265920,FALSE,63,0.538,0.77,5,-7.376,1,0.0487,0.0158,0.214,0.0686,0.238,127.103,4,"art pop,chamber pop,dream pop,freak folk,indie folk,indie pop,indie rock,melancholia,new jersey indie,stomp and holler",6
317,454I78HEySdcHE8fcVabTb,Amsterdam,Nothing But Thieves,272240,FALSE,64,0.511,0.934,3,-4.561,1,0.242,0.00403,3.48E-05,0.242,0.668,168.062,4,"alternative pop rock,modern alternative rock,modern rock,rock",3
318,6rAXHPd18PZ6W8m9EectzH,Sorry,Nothing But Thieves,214706,FALSE,62,0.667,0.776,8,-4.535,0,0.0281,0.00238,4.52E-05,0.134,0.519,128.005,4,"alternative pop rock,modern alternative rock,modern rock,rock",1
319,7IL3875OwWngZFteW72kuU,Welcome To The Black Parade - triple j Like A Version,Alex Lahey,322000,FALSE,40,0.209,0.726,7,-9.71,1,0.0716,0.00131,0,0.125,0.281,96.841,3,"australian garage punk,australian indie,australian pop,indie rock,melbourne indie",6
320,35620VsPFkhtaYBepgBUf9,My Backwards Walk - from Tiny Changes: A Celebration of Frightened Rabbit's 'The Midnight Organ Fight',Manchester Orchestra,216666,TRUE,37,0.292,0.509,0,-6.752,1,0.0285,0.0924,0.477,0.1,0.147,89.671,4,indie rock,2
321,69BMd64Zq2W84cOeCRguEp,I've Got Friends,Manchester Orchestra,297493,FALSE,47,0.396,0.898,6,-5.428,1,0.0544,0.000272,0.000708,0.287,0.352,164.727,4,indie rock,4
322,3hwQhakFwm9soLEBnSDH17,Venice Bitch,Lana Del Rey,577199,TRUE,67,0.404,0.298,9,-12.986,0,0.0304,0.912,0.228,0.0996,0.315,78.815,4,"art pop,pop",5
323,4RyK6N4IQ85xxLgguQAFH5,Blue Jeans,Lana Del Rey,209440,FALSE,66,0.558,0.837,3,-4.405,1,0.0633,0.418,0,0.0821,0.488,117.963,4,"art pop,pop",1
324,5IA81a74SVyVzeMegkHjKs,Coachella - Woodstock In My Mind,Lana Del Rey,258137,FALSE,0,0.558,0.682,7,-7.006,1,0.138,0.259,2.32E-05,0.0742,0.397,129.895,4,"art pop,pop",3
325,0n2bvWvMwr0gbjcuTm92eW,Love,Lana Del Rey,278360,FALSE,0,0.322,0.352,10,-10.986,1,0.0309,0.455,0.00333,0.11,0.266,70.429,3,"art pop,pop",5
326,5LYQSNHZxEA880URXFHg6h,Lust for Life (with The Weeknd),Lana Del Rey,264011,FALSE,0,0.499,0.676,0,-8.618,0,0.0582,0.588,0.00484,0.358,0.295,99.979,4,"art pop,pop",5
327,4RnVVU2wewkcPYEZAMFBrr,Ride,Lana Del Rey,289080,TRUE,48,0.373,0.686,0,-5.52,1,0.034,0.128,1.96E-06,0.383,0.189,93.763,4,"art pop,pop",6
328,4Ouhoi2lAhrLJKFzUqEzwl,Born To Die,Lana Del Rey,285400,FALSE,68,0.428,0.626,4,-6.639,0,0.0339,0.222,8.22E-05,0.277,0.379,86.02,4,"art pop,pop",6
329,0fBSs3fRoh1yJcne77fdu9,Video Games - Remastered,Lana Del Rey,281960,FALSE,68,0.236,0.249,6,-9.595,0,0.0348,0.811,1.00E-06,0.087,0.181,72.847,5,"art pop,pop",5
330,5UzTtUZper0CphnqZYvsIu,Young And Beautiful,Lana Del Rey,236053,FALSE,0,0.319,0.426,11,-8.929,0,0.0382,0.245,8.23E-06,0.108,0.159,114.553,4,"art pop,pop",6
331,3SvIbcr7uvjRp5PuPN47eo,Snake Eyes,Mumford & Sons,248546,FALSE,51,0.438,0.693,9,-7.678,0,0.0396,0.0134,0.336,0.11,0.184,89.769,4,"modern folk rock,modern rock,stomp and holler,uk americana",6
332,7xg1FqT608rRxuDblpHoeO,If I Say,Mumford & Sons,269867,FALSE,39,0.437,0.461,2,-10.346,0,0.0364,0.26,0.0196,0.0917,0.0493,100.009,4,"modern folk rock,modern rock,stomp and holler,uk americana",6
333,068BE9zEWPKnidtjGTEiJ1,Little Lion Man,Mumford & Sons,247000,TRUE,0,0.519,0.494,5,-8.03,1,0.0275,0.0287,3.34E-05,0.0892,0.482,138.524,4,"modern folk rock,modern rock,stomp and holler,uk americana",6
