"acoustic pop"
"anthem worship"
"banjo"
"bluegrass"
"ccm"
"christian pop"
"christian uplift"
"deep ccm"
"gothenburg indie"
"indiecoustica"
"israeli indie"
"mandolin"
"neo mellow"
"new americana"
"progressive bluegrass"
"roots worship"
"san marcos tx indie"
"stomp and holler"
"swedish americana"
"swedish country"
"swedish indie folk"
"swedish indie pop"
"swedish singer-songwriter"
"world worship"
"worship"
