"aussie emo"
"aussietronica"
"australian dance"
"australian garage punk"
"australian indie"
"australian indie folk"
"australian pop"
"australian psych"
"diy emo"
"fremantle indie"
"melbourne indie"
"nu disco"
"perth indie"
